ID,TARGET
2,0.06
5,0.03
6,0.01
7,0.06
9,0.039761904761904755
11,0.41
12,0.2
15,0.26
16,0.01
17,0.09
19,0.07
21,0.0
22,0.03
24,0.13
27,0.02
28,0.04
30,0.11
33,0.08458333333333332
35,0.122
37,0.01
38,0.01
40,0.34176100500806383
41,0.21
44,0.01
46,0.07
47,0.0
48,0.0
50,0.17
52,0.2678076923076923
53,0.13
55,0.2116640752864157
57,0.01
58,0.13
59,0.23188805100160872
62,0.03
63,0.06132539682539683
64,0.06733333333333333
65,0.08
67,0.065
69,0.06
70,0.02
71,0.24
72,0.0
73,0.01
76,0.0
78,0.01
79,0.01
81,0.08
85,0.08
86,0.08458333333333332
89,0.01
94,0.25
96,0.03
97,0.01
98,0.03
99,0.01
100,0.13
103,0.14
104,0.01
108,0.01
110,0.0
112,0.06
114,0.13077216159610341
116,0.02
117,0.02
119,0.02
120,0.0
121,0.02
123,0.0
124,0.23575
126,0.045
128,0.05333333333333333
129,0.14
133,0.05
138,0.02
147,0.3816540203329701
149,0.08
158,0.0
160,0.12733333333333335
164,0.11
167,0.04
168,0.08
174,0.01
181,0.05
185,0.09
187,0.04
189,0.01
190,0.1
194,0.01
197,0.17
198,0.27068965517241383
201,0.04
205,0.01
208,0.12
211,0.11
216,0.05
219,0.08
223,0.04
224,0.21578276153339232
226,0.33121181785342385
229,0.12
230,0.09
237,0.03
238,0.15076820079883807
240,0.01
243,0.05
245,0.1675
246,0.46111111111111114
247,0.04
248,0.02
249,0.08458333333333332
250,0.5
251,0.03
255,0.08
256,0.04
257,0.17
260,0.07121323529411765
261,0.01
263,0.45
264,0.2959187018308528
267,0.04
268,0.01
272,0.0
274,0.02
275,0.01
277,0.63
278,0.4
280,0.04
281,0.05
282,0.1
283,0.04
284,0.23
286,0.07036496350364964
290,0.06
291,0.23
293,0.38
295,0.05
297,0.01
298,0.12
300,0.02
304,0.0
305,0.0
308,0.04511111111111111
309,0.1465
310,0.01
312,0.18059523809523811
313,0.28914890231443713
315,0.0275
317,0.01
318,0.33
321,0.02
323,0.04
325,0.0
326,0.2417546341920179
327,0.04
328,0.02
329,0.11
330,0.01
331,0.04
334,0.1
335,0.0
336,0.02
337,0.05
338,0.10071428571428571
339,0.3612118178534239
341,0.25
343,0.09
346,0.02
348,0.03
350,0.12
351,0.01
352,0.2922092908141195
357,0.07
358,0.06132539682539683
360,0.03
361,0.20191475703168243
364,0.03
365,0.21
366,0.0
367,0.02
368,0.04
370,0.04
372,0.01
376,0.02
377,0.05
379,0.02
380,0.2007778063942733
381,0.02
385,0.06
386,0.076
389,0.0
391,0.07
392,0.03
393,0.02
395,0.06
396,0.0
397,0.01
398,0.02
399,0.01
400,0.0
401,0.05
403,0.0
405,0.0
406,0.0
409,0.15
411,0.03
413,0.03
418,0.0
419,0.01
422,0.2922092908141195
424,0.22
425,0.05416666666666667
427,0.03
430,0.02
431,0.4012118178534238
434,0.07
435,0.07092857142857144
437,0.08
438,0.07
439,0.326540404040404
442,0.06132539682539683
446,0.102
450,0.08
451,0.05
452,0.0
454,0.0
455,0.01
463,0.06
464,0.0
465,0.06333333333333332
467,0.19437553742752964
468,0.01
470,0.06
472,0.09
473,0.06217623800466259
475,0.0
476,0.0
479,0.41165402033297005
481,0.04
483,0.12
484,0.08
486,0.04
487,0.03333333333333333
491,0.11488095238095238
494,0.08844444444444445
495,0.01
497,0.15
498,0.01
499,0.24
503,0.40128694580571755
504,0.01
505,0.07
506,0.03
507,0.01
508,0.13904761904761906
509,0.33
510,0.06
511,0.11
512,0.09
516,0.0
518,0.0
519,0.01
520,0.01
521,0.03
522,0.01
524,0.034
525,0.05
526,0.03
528,0.4009643651605563
529,0.04
531,0.14
532,0.41
534,0.02
536,0.01
539,0.12
540,0.05
541,0.09666666666666668
542,0.34
545,0.0
546,0.03
552,0.06
556,0.05
557,0.02
559,0.0
562,0.03
563,0.02
565,0.02
569,0.04
570,0.13
574,0.02
575,0.02
585,0.0
589,0.0
590,0.013333333333333332
592,0.03
593,0.03
594,0.03
595,0.04
597,0.07
601,0.0
603,0.18
604,0.00125
605,0.15
607,0.08458333333333332
608,0.09
610,0.2606896551724138
612,0.29
613,0.0
615,0.03
616,0.16
617,0.07361111111111111
619,0.07
620,0.20044281306401796
621,0.0
624,0.01
625,0.12
628,0.08125
629,0.15
630,0.07242857142857143
632,0.0
634,0.0
637,0.0
638,0.03
642,0.04
643,0.03
644,0.02
646,0.02
655,0.0
660,0.06217623800466259
664,0.0
665,0.12
666,0.06833333333333334
670,0.06
671,0.36
672,0.02
675,0.04
676,0.0
677,0.4003225806451613
678,0.01
680,0.03
683,0.39694039799542646
684,0.02
685,0.28
691,0.33
693,0.0
696,0.0
698,0.0
699,0.4012118178534238
700,0.01
703,0.04
704,0.07400000000000001
705,0.04
707,0.214
709,0.09
711,0.14166666666666666
713,0.24178741408353516
716,0.03333333333333333
719,0.08458333333333332
721,0.1
722,0.0
723,0.02
724,0.0
727,0.01
728,0.14
729,0.0
733,0.28
736,0.04
739,0.14
742,0.41776923076923084
743,0.0
744,0.07
745,0.48
747,0.07
749,0.06
750,0.17
751,0.03
752,0.01
755,0.04
756,0.01
762,0.01
763,0.35
764,0.03
765,0.0
766,0.15333333333333332
769,0.13
770,0.09
773,0.024
774,0.29
776,0.05
777,0.02
778,0.0
779,0.15
780,0.02
781,0.03
786,0.0
788,0.01
794,0.18
796,0.2907222222222222
801,0.07
802,0.03
803,0.01
804,0.03
805,0.06542857142857143
809,0.01
810,0.18
817,0.21
819,0.03
821,0.14219047619047617
824,0.47
825,0.01
826,0.21
830,0.07
831,0.19
832,0.05
833,0.01
837,0.3916540203329701
839,0.035
840,0.0
841,0.03
842,0.03
843,0.0
844,0.03
845,0.102
848,0.11
853,0.07666666666666666
854,0.035
855,0.03333333333333333
856,0.01
861,0.01
865,0.3816540203329701
866,0.01
867,0.0
870,0.0
871,0.01
872,0.17
873,0.35121181785342387
874,0.02
875,0.0
876,0.04
879,0.33121181785342385
880,0.08458333333333332
883,0.01
884,0.06
886,0.0
890,0.05
892,0.01
893,0.25
894,0.01
895,0.1111025641025641
896,0.06
897,0.03
899,0.37
900,0.012
901,0.0
902,0.34
905,0.03
912,0.03
914,0.53
915,0.01
917,0.04
918,0.0
919,0.01
921,0.0
922,0.04
923,0.0
926,0.0
929,0.0
930,0.07733333333333334
931,0.02
937,0.04333333333333333
938,0.02
939,0.03
941,0.0
946,0.0
947,0.13285714285714284
950,0.09833333333333334
951,0.14
952,0.02
953,0.02
954,0.03733333333333333
955,0.04
956,0.2
957,0.0
960,0.13
963,0.25
966,0.06
969,0.33
971,0.04
972,0.06333333333333332
975,0.1
980,0.03
982,0.02
983,0.005
985,0.17
987,0.01
988,0.0
991,0.1
992,0.02
995,0.02
996,0.0
998,0.03
1001,0.3598973285486444
1002,0.01
1004,0.24226201829211624
1005,0.11
1010,0.03333333333333333
1011,0.0
1012,0.02
1013,0.05
1014,0.01
1015,0.06
1016,0.21
1022,0.02
1023,0.05
1024,0.0
1025,0.1835535067273133
1026,0.35
1028,0.03
1029,0.1
1032,0.16
1034,0.04
1036,0.14
1037,0.02
1039,0.33
1042,0.23046486187080248
1045,0.37165402033297007
1046,0.07
1050,0.01
1052,0.12
1055,0.2517546341920179
1057,0.04
1058,0.04
1060,0.06208333333333333
1062,0.034
1063,0.42032258064516126
1064,0.22385592273629495
1065,0.03
1066,0.02
1067,0.16485714285714284
1068,0.03
1070,0.345
1072,0.01
1077,0.4297619047619048
1078,0.0598968253968254
1079,0.03
1081,0.19
1082,0.26
1093,0.05
1094,0.35
1102,0.04
1103,0.02
1106,0.0
1107,0.36
1112,0.13
1113,0.02
1114,0.02
1116,0.02
1118,0.036000000000000004
1120,0.2606896551724138
1121,0.06666666666666667
1128,0.0
1130,0.06
1132,0.07733333333333334
1135,0.0
1138,0.07
1139,0.0
1141,0.06255791739397557
1143,0.31464052287581695
1146,0.31
1148,0.2922092908141195
1149,0.03
1151,0.1
1152,0.1364570361242417
1153,0.07733333333333334
1155,0.3
1157,0.0
1160,0.01
1161,0.01
1162,0.13
1164,0.13904597785995992
1168,0.03
1169,0.02
1174,0.18
1176,0.0
1177,0.13
1178,0.026666666666666665
1180,0.2
1181,0.03
1182,0.08
1185,0.0855
1190,0.01
1194,0.04333333333333333
1196,0.01
1199,0.04
1200,0.02
1201,0.02
1202,0.03
1206,0.45
1207,0.03
1208,0.039761904761904755
1212,0.13
1216,0.01
1219,0.0
1221,0.12
1222,0.10791666666666667
1225,0.08333333333333331
1227,0.2604648618708025
1230,0.18
1231,0.3912118178534238
1232,0.21016783216783216
1233,0.07
1234,0.04
1235,0.023333333333333334
1236,0.5275
1237,0.0
1238,0.08
1239,0.1691111111111111
1240,0.04
1241,0.05733333333333333
1244,0.05
1245,0.0
1247,0.20046486187080248
1250,0.02
1251,0.0
1257,0.11533333333333333
1259,0.03
1266,0.01
1267,0.66
1268,0.0
1270,0.63
1272,0.01
1273,0.01
1276,0.07
1278,0.04
1279,0.03
1283,0.02
1284,0.41165402033297005
1286,0.0
1289,0.01
1290,0.0
1292,0.0
